search URL:,https://patents.google.com/?q=%28G21B+NOT+G21B3%252f00%29&before=priority:20091231&after=priority:20000101&clustered=true&dups=language&sort=old
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
PT-1356717-E,Magnetic and electrostatic confinement of plasma in a field reversed configuration ,Univ California,"Norman Rostoker, Michl Binderbauer, Artan Qerushi, Hooshang Tahsiri, Eusebio Garate, Vitaly Bystritskii",2001-02-01,2002-02-01,2010-07-13,,https://patents.google.com/patent/PT1356717E/en,
WO-02062112-A3,Magnetic and electrostatic confinement of plasma in a field reversed configuration ,"Univ California, Norman Rostoker, Michl Binderbauer, Artan Qerushi, Hooshang Tahsiri, Eusebio Garate, Vitaly Bystritskii","Norman Rostoker, Michl Binderbauer, Artan Qerushi, Hooshang Tahsiri, Eusebio Garate, Vitaly Bystritskii",2001-02-01,2002-02-01,2002-11-14,,https://patents.google.com/patent/WO2002062112A3/en,
BR-0206814-A,Magnetic and electrostatic confinement of plasma in an inverted field configuration ,Univ California,"Norman Rostoker, Michl Binderbauer, Artan Qerushi, Hooshang Tahsiri, Eusebio Garate, Vital Bystritskii",2001-02-01,2002-02-01,2005-02-01,,https://patents.google.com/patent/BR0206814A/en,
PT-2187713-E,Magnetic and electrostatic confinement of plasma in a field reversed configuration ,Univ California,"Norman Rostoker, Michl Binderbauer, Artan Qerushi, Hooshang Tahsiri, Vitaly Bystritskii, Eusébio Garate",2001-02-01,2002-02-01,2015-09-22,,https://patents.google.com/patent/PT2187713E/en,
SK-11012003-A3,Magnetic and electrostatic confinement of plasma in a field reversed configuration ,The Regents Of The University Of California,"Norman Rostoker, Michl Binderbauer, Artan Qerushi, Hooshang Tahsiri, Eusebio Garate, Vitaly Bystritskii",2001-02-01,2002-02-01,2004-04-06,,https://patents.google.com/patent/SK11012003A3/en,
CN-1269387-C,Magnetic and electrostatic confinement of plasma in field reversed configuration ,加州大学评议会,"N·罗斯托克, M·宾德鲍尔, A·克鲁施, H·塔西里, E·加拉特, V·拜斯特里特斯基",2001-02-01,2002-02-01,2006-08-09,2006-08-09,https://patents.google.com/patent/CN1269387C/en,https://patentimages.storage.googleapis.com/9b/e0/a9/4ac8de914f6cba/C0280779100523.png
BR-PI0206814-B1,MAGNETIC AND ELECTROSTATIC PLASMA CONFINEMENT IN AN INVESTED FIELD CONFIGURATION ,The Regents Of The University Of California,"Rostoker Norman, Binderbauer Michl, Qerushi Artan, Tahsiri Hooshang, Garate Eusebio, Bystritskii Vitaly",2001-02-01,2002-02-01,2017-10-17,,https://patents.google.com/patent/BRPI0206814B1/en,
AT-E464643-T1,MAGNETIC AND ELECTROSTATIC PLASMA CONTRACTION IN A REVERSED FIELD ARRANGEMENT ,Univ California,"Norman Rostoker, Michl Binderbauer, Artan Qerushi, Hooshang Tahsiri, Eusebio Garate, Vitaly Bystritskii",2001-02-01,2002-02-01,2010-04-15,2010-04-15,https://patents.google.com/patent/ATE464643T1/en,
SK-288027-B6,Apparatus for generating magnetic field and method of its generating ,The Regents Of The University Of California,"Norman Rostoker, Michl Binderbauer, Artan Qerushi, Hooshang Tahsiri, Eusebio Garate, Vitaly Bystritskii",2001-02-01,2002-02-01,2012-12-03,,https://patents.google.com/patent/SK288027B6/en,
MX-PA03006931-A,Magnetic and electrostatic confinement of plasma in a field reversed configuration. ,Univ California,Norman Rostoker,2001-02-01,2002-02-01,2003-11-18,,https://patents.google.com/patent/MXPA03006931A/en,
CA-2437360-A1,Magnetic and electrostatic confinement of plasma in a field reversed configuration ,"Norman Rostoker, Michl Binderbauer, Artan Qerushi, Hooshang Tahsiri, Eusebio Garate, Vitaly Bystritskii, The Regents Of The University Of California","Norman Rostoker, Michl Binderbauer, Artan Qerushi, Hooshang Tahsiri, Eusebio Garate, Vitaly Bystritskii",2001-02-01,2002-02-01,2002-08-08,,https://patents.google.com/patent/CA2437360A1/en,
DE-10204860-A1,"Fiber composite ceramic material, used e.g. for heat engine, heat exchanger, hot gas pipe or nozzle or plasma containing vessel, has heat-conducting three-dimensional fabric with silicon carbide matrix produced in three stages ",Man Technologie Gmbh,August Muehlratzer,2002-02-06,2002-02-06,2003-08-14,,https://patents.google.com/patent/DE10204860A1/en,
US-2003006707-A1,Controlled fusion in a field reversed configuration and direct energy conversion ,The Regents Of The University Of California,"Hendrik Monkhorst, Norman Rostoker",2001-03-19,2002-02-14,2003-01-09,,https://patents.google.com/patent/US20030006707A1/en,https://patentimages.storage.googleapis.com/12/82/59/d1ea668412597d/US20030006707A1-20030109-D00000.png
US-2003152185-A1,Catalasan nuclear fusion reactor a rotating centrifugal-laser nuclear fusion reactor ,Catalasan Peter Paul M.,Peter Catalasan,2002-02-14,2002-02-14,2003-08-14,,https://patents.google.com/patent/US20030152185A1/en,https://patentimages.storage.googleapis.com/c5/ba/af/b7edbe525df325/US20030152185A1-20030814-D00000.png
US-2003152183-A1,Interstellar transport vehicle engine ,Catalasan Peter Paul,Peter Catalasan,2002-02-14,2002-02-14,2003-08-14,,https://patents.google.com/patent/US20030152183A1/en,https://patentimages.storage.googleapis.com/e6/49/86/c3cc616ec156b7/US20030152183A1-20030814-D00000.png
US-6611106-B2,Controlled fusion in a field reversed configuration and direct energy conversion ,"The Regents Of The University Of California, University Of Florida Research Foundation","Hendrik J. Monkhorst, Norman Rostoker",2001-03-19,2002-02-14,2003-08-26,2003-08-26,https://patents.google.com/patent/US6611106B2/en,https://patentimages.storage.googleapis.com/8b/ec/0c/20cd08a1d2cf8d/US06611106-20030826-D00000.png
FR-2836590-A1,Electrical power generator uses pulsed laser beam converted to quadrupolar mode and focused onto deuterium-hydrogen mixture ,Marie G R P,Georges Robert Pierre Marie,2002-02-25,2002-02-25,2003-08-29,,https://patents.google.com/patent/FR2836590A1/en,
FR-2836590-B1,ELECTRIC POWER GENERATOR USING CRITERIUM-HELIUM FUSION ,Marie G R P,Georges Robert Pierre Marie,2002-02-25,2002-02-25,2004-11-19,2004-11-19,https://patents.google.com/patent/FR2836590B1/en,
DE-10208515-A1,Nuclear fusion reactor produces progressive reaction in conical filament-like reactor fuel using laser pulses ,Heinrich Hora,Heinrich Hora,2002-02-28,2002-02-28,2003-10-16,,https://patents.google.com/patent/DE10208515A1/en,
WO-02086908-A2,Nuclear fusion and energy conversion apparatus ,Emilio Panarella,Emilio Panarella,2001-03-09,2002-03-08,2002-10-31,,https://patents.google.com/patent/WO2002086908A2/en,
US-2003002610-A1,Nuclear fusion and energy conversion apparatus ,Emilio Panarella,Emilio Panarella,2001-03-09,2002-03-08,2003-01-02,,https://patents.google.com/patent/US20030002610A1/en,https://patentimages.storage.googleapis.com/26/2d/1e/120a8d230620a4/US20030002610A1-20030102-D00000.png
US-10079075-B2,Nuclear fusion system that captures and uses waste heat to increase system efficiency ,Emilio Panarella,Emilio Panarella,2001-03-09,2002-03-08,2018-09-18,2018-09-18,https://patents.google.com/patent/US10079075B2/en,https://patentimages.storage.googleapis.com/01/ae/2d/01c4dc40a4d8e5/US10079075-20180918-D00000.png
EP-1371064-A2,Nuclear fusion and energy conversion apparatus ,Emilio Panarella,Emilio Panarella,2001-03-09,2002-03-08,2003-12-17,,https://patents.google.com/patent/EP1371064A2/en,
WO-02086908-A8,Nuclear fusion and energy conversion apparatus ,Emilio Panarella,Emilio Panarella,2001-03-09,2002-03-08,2004-04-15,,https://patents.google.com/patent/WO2002086908A8/en,
WO-02086908-A3,Nuclear fusion and energy conversion apparatus ,Emilio Panarella,Emilio Panarella,2001-03-09,2002-03-08,2003-05-30,,https://patents.google.com/patent/WO2002086908A3/en,
BR-0207400-A,Controlled fusion in an inverted field configuration and direct energy conversion ,"Univ California, Univ Florida","Norman Rostoker, Herdrik J Monkhorst",2001-03-19,2002-03-18,2004-02-25,,https://patents.google.com/patent/BR0207400A/en,
AT-E532391-T1,METHOD FOR GENERATING ELECTRICAL ENERGY THROUGH PLASMA ,"Univ California, Univ Florida","Norman Rostoker, Hendrik J Monkhorst",2001-03-19,2002-03-18,2011-11-15,2011-11-15,https://patents.google.com/patent/ATE532391T1/en,
CN-1276692-C,Controlled fusion in field reversed configuration and direct energy conversion ,"加州大学评议会, 佛罗里达大学研究基金会","N·罗斯托克, H·J·蒙克霍尔斯特",2001-03-19,2002-03-18,2006-09-20,2006-09-20,https://patents.google.com/patent/CN1276692C/en,https://patentimages.storage.googleapis.com/17/d4/a4/0be900e97f8a13/C0280690800331.png
PT-1371270-E,CONTROLLED CAPACITY IN AN INVERTED FIELD CONFIGURATION AND DIRECT ENERGY CONVERSION ,"Univ Florida, Univ California","Rostoker Norman, Hendrik J Monkhorst",2001-03-19,2002-03-18,2006-07-31,,https://patents.google.com/patent/PT1371270E/en,
CZ-307114-B6,Controlled fusion in a reverse-field configuration and direct energy conversion ,"The Regents Of The University Of California, University Of Florida Research Foundation","Norman Rostoker, Hendrik J. Monkhorst",2001-03-19,2002-03-18,2018-01-24,,https://patents.google.com/patent/CZ307114B6/en,
CN-1498518-A,Controlled fusion in field reversed configuration and direct energy conversion ,"�Ϻ���ͨ��ѧ, 加州大学评议会, 佛罗里达大学研究基金会","N����˹�п�, N·罗斯托克, ���ɿ������޹�˾, H·J·蒙克霍尔斯特",2001-03-19,2002-03-18,2004-05-19,,https://patents.google.com/patent/CN1498518A/en,https://patentimages.storage.googleapis.com/c8/cf/28/6f7ca9615b498d/A0280690800342.png
JP-2004522158-A,Controlled fusion and direct energy conversion in field-reversed configurations ,"ザ  リージェンツ  オブ  ザ  ユニバーシティ  オブ  カリフォルニア, ユニバーシティ  オブ  フロリダ  リサーチ  ファウンデーション","ノーマン ロストーカー，, ヘンドリック  ジェイ． モンコースト，",2001-03-19,2002-03-18,2004-07-22,,https://patents.google.com/patent/JP2004522158A/en,https://patentimages.storage.googleapis.com/e4/87/5a/c34185889ea41c/2004522158-30.png
DE-60209226-T2,CONTROLLED FUSION IN A FIELD CHANGE CONFIGURATION AND DIRECT ENERGY TRANSFORMATION ,"The Regents Of The University Of California, Oakland, University of Florida Research Foundation, Inc., Gainesville","Norman Irvine ROSTOKER, Hendrik J. Gainesville MONKHORST",2001-03-19,2002-03-18,2006-11-23,2006-11-23,https://patents.google.com/patent/DE60209226T2/en,
EP-1641327-A2,Plasma-electric power generation system ,"The Regents Of The University Of California, University Of Florida Research Foundation, Inc.","Norman Rostoker, Hendrik J. Monkhorst",2001-03-19,2002-03-18,2006-03-29,,https://patents.google.com/patent/EP1641327A2/en,https://patentimages.storage.googleapis.com/35/51/9d/57b19176d068ca/imgf0001.png
AU-2002314721-B2,Controlled fusion in a field reversed configuration and direct energy conversion ,"The Regents Of The University Of California, University Of Florida Research Foundation","Hendrik J Monkhorst, Norman Rostoker",2001-03-19,2002-03-18,2007-03-29,2007-03-29,https://patents.google.com/patent/AU2002314721B2/en,
WO-02082873-A3,Controlled fusion in a field reversed configuration and direct energy conversion ,"Univ California, Univ Florida, Norman Rostoker, Hendrik J Monkhorst","Norman Rostoker, Hendrik J Monkhorst",2001-03-19,2002-03-18,2003-01-03,,https://patents.google.com/patent/WO2002082873A3/en,
SI-1371270-T1,Controlled fusion in a field reversed configuration and direct energy conversion ,"Univ California, Univ Florida","Norman Rostoker, Hendrik J Monkhorst",2001-03-19,2002-03-18,2006-10-31,,https://patents.google.com/patent/SI1371270T1/en,
EA-200500841-A1,CONTROLLED NUCLEAR SYNTHESIS IN CONFIGURATION WITH A REVERSED FIELD AND DIRECT CONVERSION OF ENERGY ,"Дзе Риджентс Оф Дзе Юниверсити Оф Калифорния, Юниверсити Оф Флорида Рисерч Фаундейшн, Инк.","Норман Ростокер, Хендрик Дж. Монкхорст",2001-03-19,2002-03-18,2006-02-24,,https://patents.google.com/patent/EA200500841A1/en,
EP-1371270-B1,Controlled fusion in a field reversed configuration and direct energy conversion ,"The Regents Of The University Of California, University of Florida Research Foundation, Inc.","Norman Rostoker, Hendrik J. Monkhorst",2001-03-19,2002-03-18,2006-02-15,2006-02-15,https://patents.google.com/patent/EP1371270B1/en,https://patentimages.storage.googleapis.com/04/56/01/4d3949d4a41be0/imgf0001.png
DE-60209226-D1,CONTROLLED FUSION IN A FIELD CHANGE CONFIGURATION AND DIRECT ENERGY TRANSFORMATION ,"Univ California, Univ Florida","Norman Rostoker, Hendrik J Monkhorst",2001-03-19,2002-03-18,2006-04-20,2006-04-20,https://patents.google.com/patent/DE60209226D1/en,
EP-1371270-A2,Controlled fusion in a field reversed configuration and direct energy conversion ,"The Regents Of The University Of California, University of Florida Research Foundation, Inc.","Norman Rostoker, Hendrik J. Monkhorst",2001-03-19,2002-03-18,2003-12-17,,https://patents.google.com/patent/EP1371270A2/en,
SG-176998-A1,Plasma-electric power generation system ,"Univ California, Univ Florida","Rostoker Norman, J Monkhorst Hendrik",2001-03-19,2002-03-18,2012-01-30,,https://patents.google.com/patent/SG176998A1/en,
CZ-306197-B6,Plasma-electric power generation system ,"The Regents Of The University Of California, University Of Florida Research Foundation","Norman Rostoker, Hendrik J. Monkhorst",2001-03-19,2002-03-18,2016-09-21,,https://patents.google.com/patent/CZ306197B6/en,
CZ-20032173-A3,Controlled fusion in configuration with a reversed field and direct transformation of energy ,"The Regents Of The University Of California, University Of Florida Research Foundation","Norman Rostoker, Hendrik J. Monkhorst",2001-03-19,2002-03-18,2003-12-17,,https://patents.google.com/patent/CZ20032173A3/en,
MX-PA03008428-A,Controlled fusion in a field reversed configuration and direct energy conversion. ,Regensts Of The University Of,J Monkhorst Hendrik,2001-03-19,2002-03-18,2004-11-12,,https://patents.google.com/patent/MXPA03008428A/en,
SK-287703-B6,Controlled fusion in a field reversed configuration and a direct energy conversion ,"The Regents Of The University Of California, University Of Florida Research Foundation, Inc.","Norman Rostoker, Hendrik J. Monkhorst",2001-03-19,2002-03-18,2011-06-06,,https://patents.google.com/patent/SK287703B6/en,
EA-200601606-A1,SYSTEM PLASMA ELECTRIC GENERATION OF ENERGY ,"Дзе Риджентс Оф Дзе Юниверсити Оф Калифорния, Юниверсити Оф Флорида Рисерч Фаундейшн, Инк.","Норман Ростокер, Хендрик Дж. Монкхорст",2001-03-19,2002-03-18,2007-02-27,,https://patents.google.com/patent/EA200601606A1/en,
ES-2259088-T3,CONTROLLED FUSION IN AN INVERTED FIELD CONFIGURATION AND DIRECT ENERGY CONVERSION. ,"The Regents Of The University Of California, University Of Florida Research Foundation, Inc.","Norman Rostoker, Hendrik J. Monkhorst",2001-03-19,2002-03-18,2006-09-16,2006-09-16,https://patents.google.com/patent/ES2259088T3/en,
CA-2440603-C,Controlled fusion in a field reversed configuration and direct energy conversion ,"The Regents Of The University Of California, Norman Rostoker, Hendrik J. Monkhorst, University Of Florida Research Foundation","Norman Rostoker, Hendrik J. Monkhorst",2001-03-19,2002-03-18,2009-12-22,2009-12-22,https://patents.google.com/patent/CA2440603C/en,
KR-100907675-B1,Energy conversion method and reverse cyclotron energy converter ,"더 리전츠 오브 더 유니버시티 오브 캘리포니아, 유니버시티 오브 플로리다 리서치 파운데이션, 인크.","로스토커노먼, 몽크호스트헨드릭제이",2001-03-19,2002-03-18,2009-07-14,2009-07-14,https://patents.google.com/patent/KR100907675B1/en,https://patentimages.storage.googleapis.com/c1/58/eb/a2312c207ca80c/112003034810216-pct00018.png
EA-200301033-A1,CONTROLLED NUCLEAR SYNTHESIS IN CONFIGURATION WITH A REVERSED FIELD AND DIRECT CONVERSION OF ENERGY ,"Дзе Риджентс Оф Дзе Юниверсити Оф Калифорния, Юниверсити Оф Флорида Рисерч Фаундейшн, Инк.","Норман Ростокер, Хендрик Дж. Монкхорст",2001-03-19,2002-03-18,2004-04-29,,https://patents.google.com/patent/EA200301033A1/en,
