patent_code,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
IL-288337-A,Shielding structures in plasma environment ,Lockheed Corp,,2019-07-11,2021-11-23,2022-01-01,,https://patents.google.com/patent/IL288337A/en,
ZA-202109643-B,Shielding structures in plasma environment ,Lockheed Corp,"Robert Heinrich Jonathon, Lane Garrett Michael, John Mcguire Thomas, Ivan Font Gabriel",2019-07-11,2021-11-26,2023-10-25,,https://patents.google.com/patent/ZA202109643B/en,
US-2022117072-A1,Plasma confinement system with outer electrode having liquifiable material and methods for use ,"University Of Washington, Lawrence Livermore National Security, Llc","Uri Shumlak, Harry S. MCLEAN, Brian A. Nelson",2017-06-07,2021-11-29,2022-04-14,,https://patents.google.com/patent/US20220117072A1/en,https://patentimages.storage.googleapis.com/03/b3/22/3dcf4a9e0e9a34/US20220117072A1-20220414-D00000.png
CY-1124876-T1,SYSTEMS AND METHODS FOR FRC PLASMA POSITION STABILITY ,"Tae Technologies, Inc.",Jesus Antonio Romero GONZALEZ,2015-11-13,2021-12-08,2022-11-25,,https://patents.google.com/patent/CY1124876T1/en,
CL-2021003319-A1,Protection structures in plasma environment. ,Lockheed Corp,"Jonathon Robert Heinrich, Michael Lane Garrett, Thomas John Mcguire, Gabriel Ivan Font",2019-07-11,2021-12-13,2022-07-22,,https://patents.google.com/patent/CL2021003319A1/en,
US-2022108807-A1,Application of compressed magnetic fields to the ignition and thermonuclear burn of inertial confinement fusion targets ,"Lawrence Livermore National Security, Llc","Lindsay John Perkins, Jim H. Hammer, John H. Moody, Max Tabak, Burl Grant Logan",2013-05-23,2021-12-14,2022-04-07,,https://patents.google.com/patent/US20220108807A1/en,https://patentimages.storage.googleapis.com/02/34/51/9ae6bd2c6c3180/US20220108807A1-20220407-D00000.png
US-11783952-B2,Hohlraum used as a single turn solenoid to generate seed magnetic field for inertial confinement fusion ,"Lawrence Livermore National Security, Llc","Lindsay John Perkins, Jim H. Hammer, John H. Moody, Max Tabak, Burl Grant Logan",2013-05-23,2021-12-14,2023-10-10,2023-10-10,https://patents.google.com/patent/US11783952B2/en,https://patentimages.storage.googleapis.com/39/28/30/27bfd48b169ed2/US11783952-20231010-D00000.png
JP-2022034052-A,Systems and methods for FRC plasma position stability ,"ティーエーイー テクノロジーズ， インコーポレイテッド, Tea Ae Technologies Inc","アントニオ ロメロ ゴンザレス ジーザス, Antonio Romero Gonzalez Jesus",2015-11-13,2021-12-27,2022-03-02,,https://patents.google.com/patent/JP2022034052A/en,https://patentimages.storage.googleapis.com/99/a6/e4/959e00808cbf45/2022034052000012.png
JP-7432576-B2,System and Method for Improved Sustainability of High Performance FRC Lift Energy Utilizing a Neutral Beam Injector with Adjustable Beam Energy ,ティーエーイー テクノロジーズ， インコーポレイテッド,"ドゥナエフスキー アレクサンダー, プトビンスキー セルゲイ, エヌ． スミルノフ アルテム, ダブリュー． ビンデルバウアー ミヒル",2016-10-28,2021-12-27,2024-02-16,2024-02-16,https://patents.google.com/patent/JP7432576B2/en,
JP-2022031482-A,System and method for improved sustainability of high performance frc ascending energy utilizing neutral beam injector with adjustable beam energy ,"ティーエーイー テクノロジーズ， インコーポレイテッド, Tea Ae Technologies Inc","ドゥナエフスキー アレクサンダー, Dunaevsky Alexander, プトビンスキー セルゲイ, Putvinski Sergei, エヌ． スミルノフ アルテム, N Smirnov Artem, ダブリュー． ビンデルバウアー ミヒル, W Binderbauer Michl",2016-10-28,2021-12-27,2022-02-18,,https://patents.google.com/patent/JP2022031482A/en,https://patentimages.storage.googleapis.com/53/fc/fc/88ab2872d60aa8/2022031482000015.png
JP-7207781-B2,Method for FRC plasma positional stability ,ティーエーイー テクノロジーズ， インコーポレイテッド,アントニオ ロメロ ゴンザレス ジーザス,2015-11-13,2021-12-27,2023-01-18,2023-01-18,https://patents.google.com/patent/JP7207781B2/en,https://patentimages.storage.googleapis.com/3c/a7/5a/d32466d10cc36c/0007207781000011.png
JP-2022058914-A,HTS field coil ,"トカマク エナジー リミテッド, Tokamak Energy Ltd","ロバート スレード、, Slade Robert, マーセル クルイプ、, Kruip Marcel, ノグテレン、 バス ヴァン, Van Nugteren Bas, グレッグ ブリトルズ、, Brittles Greg, デ ヴィラ バルデス、 エンリケ ルイス, Ruiz De Villa Valdes Enrique, ロッド ベイトマン、, Bateman Rod, アラン ダウン、, Down Alun",2018-02-01,2022-02-07,2022-04-12,,https://patents.google.com/patent/JP2022058914A/en,https://patentimages.storage.googleapis.com/6f/02/4d/50cc124419e34f/2022058914000004.png
US-2022277861-A1,Systems and methods for improved sustainment of a high performance frc and high harmonic fast wave electron heating in a high performance frc ,"Tae Technologies, Inc.",Xiaokang Yang,2016-11-15,2022-03-10,2022-09-01,,https://patents.google.com/patent/US20220277861A1/en,https://patentimages.storage.googleapis.com/84/d4/cd/52cfef3bb6b893/US20220277861A1-20220901-D00000.png
CY-1125123-T1,BEAM INJECTOR BASED ON NEGATIVE IONS ,"Tae Technologies, Inc.","Yuri I. BELCHENKO, Alexander V. BURDAKOV, Vladimir I. DAVYDENKO, Gennady I. DIMOV, Alexander A. IVANOV, Valeery V. KOBETS, Artem N. SMIRNOV, Michl W. BINDERBAUER, Donald L. SEVIER, Terrence E. RICHARDSON",2012-09-04,2022-03-15,2023-06-09,,https://patents.google.com/patent/CY1125123T1/en,
US-2022215994-A1,Wound hts magnet coils ,Tokamak Energy Ltd,Robert Slade,2018-01-31,2022-03-22,2022-07-07,,https://patents.google.com/patent/US20220215994A1/en,https://patentimages.storage.googleapis.com/cf/80/b5/dcb8bf3a45d7f8/US20220215994A1-20220707-D00000.png
AU-2022202266-A1,Systems and methods for frc plasma position stability ,"Tae Technologies, Inc.",Jesus Antonio Romero GONZALEZ,2015-11-13,2022-04-05,2022-04-21,,https://patents.google.com/patent/AU2022202266A1/en,
US-2022254520-A1,Inertial electrostatic confinement fusion facility having inner ion source ,Pan-China Detection Technology Co. Ltd,"Jinhai Li, Dan Liu",2019-03-04,2022-04-25,2022-08-11,,https://patents.google.com/patent/US20220254520A1/en,https://patentimages.storage.googleapis.com/66/75/d4/952cf1c9fdbbd7/US20220254520A1-20220811-D00000.png
ZA-202205001-B,Plasma creation and heating via magnetic reconnection in an encapsulated linear ring cusp ,Lockheed Corp,John Mcguire Thomas,2019-12-23,2022-05-06,2023-11-29,,https://patents.google.com/patent/ZA202205001B/en,
JP-2022105221-A,System and method for improved sustainability of high-performance frc and harmonic high-speed wave electron heating in high-performance frc ,"ティーエーイー テクノロジーズ， インコーポレイテッド, Tea Ae Technologies Inc","ヤン シャオカン, Xiaokang Yang",2016-11-15,2022-05-16,2022-07-12,,https://patents.google.com/patent/JP2022105221A/en,https://patentimages.storage.googleapis.com/c8/5e/ea/da9e910025198b/2022105221000021.png
CL-2022001434-A1,Creation and heating of plasma through magnetic reconnection in an encapsulated linear ring cusp ,Lockheed Corp,John Mcguire Thomas,2019-12-23,2022-06-01,2023-02-10,,https://patents.google.com/patent/CL2022001434A1/en,
JP-2022107774-A,Systems and methods for improved sustainment of high-performance frc with multi-scaled capture-type vacuum pumping ,"ティーエーイー テクノロジーズ， インコーポレイテッド, Tea Ae Technologies Inc","ヴァン ドリー アラン, Van Drie Alan",2016-11-04,2022-06-02,2022-07-22,,https://patents.google.com/patent/JP2022107774A/en,https://patentimages.storage.googleapis.com/8b/7a/49/51a7ec1f4b6098/2022107774000016.png
US-2023120561-A1,Method and system for fusion drive ,Helicity Space Corporation,Setthivoine YOU,2019-09-13,2022-06-08,2023-04-20,,https://patents.google.com/patent/US20230120561A1/en,https://patentimages.storage.googleapis.com/58/86/b2/fb251deea61c7e/US20230120561A1-20230420-D00000.png
ZA-202206480-B,Strain- or magnetic field-based quench detection ,Tokamak Energy Ltd,"Robert Slade, Rod Bateman",2019-11-12,2022-06-10,2023-12-20,,https://patents.google.com/patent/ZA202206480B/en,
US-2022336114-A1,Double null liquid metal diverters ,Tokamak Energy Ltd,"Peter Buxton, Daniel Ibanez",2018-06-27,2022-06-23,2022-10-20,,https://patents.google.com/patent/US20220336114A1/en,https://patentimages.storage.googleapis.com/9b/aa/8a/53ce0821334a75/US20220336114A1-20221020-D00000.png
US-2022415525-A1,Asymmetric capsule for inertial confinement fusion ,"Lawrence Livermore National Security, Llc","Luc Peterson, Scott T. Brandon, John E. Field, Kelli Denise Humbird, Steve Langer, Ryan Charles Nora, Brian K. Spears",2016-08-02,2022-07-19,2022-12-29,,https://patents.google.com/patent/US20220415525A1/en,https://patentimages.storage.googleapis.com/4f/eb/6e/a2f63f6a04b22d/US20220415525A1-20221229-D00000.png
ZA-202208023-B,Layered neutron shielding ,Tokamak Energy Ltd,"Jack Astbury, Thomas Davis, Simon Middleburgh",2019-12-20,2022-07-19,2023-12-20,,https://patents.google.com/patent/ZA202208023B/en,
JP-7384478-B2,Plasma confinement system and usage ,ユニヴァーシティ オブ ワシントン,"シュムラク，ウリ, ネルソン，ブライアン，エー．, ゴリンゴ，レイモンド",2017-02-23,2022-08-02,2023-11-21,2023-11-21,https://patents.google.com/patent/JP7384478B2/en,https://patentimages.storage.googleapis.com/d2/4d/3f/40f10d8cac6899/0007384478000001.png
JP-2022160556-A,Plasma confinement system and methods for use ,"ユニヴァーシティ オブ ワシントン, Univ Of Washington","シュムラク，ウリ, Shumlak Uri, ネルソン，ブライアン，エー．, A Nelson Brian, ゴリンゴ，レイモンド, Golingo Raymond",2017-02-23,2022-08-02,2022-10-19,,https://patents.google.com/patent/JP2022160556A/en,https://patentimages.storage.googleapis.com/27/20/59/2c5fdf054f57f5/2022160556000001.png
JP-2022172106-A,high temperature superconductor magnet ,"トカマク エナジー リミテッド, Tokamak Energy Ltd","ブルトルズ，グレッグ, Brittles Greg, クルイプ，マーセル, Kruip Marcel, ラングトリー，トニー, Langtry Tony, スミス，ジョージ, Smith George",2018-10-15,2022-08-05,2022-11-15,,https://patents.google.com/patent/JP2022172106A/en,https://patentimages.storage.googleapis.com/23/e3/f2/c59406b66ae8e1/2022172106000002.png
US-2023041682-A1,Advanced fuel cycle and fusion reactors utilizing the same ,"Helion Energy, Inc.","John Thomas Slough, David Edwin Kirtley, Christopher James Pihl",2014-02-07,2022-08-30,2023-02-09,,https://patents.google.com/patent/US20230041682A1/en,https://patentimages.storage.googleapis.com/56/e0/9a/04306031d3e1ee/US20230041682A1-20230209-D00000.png
US-2023030290-A1,Nuclear fusion reactor with toroidal superconducting magnetic coils implementing inertial electrostatic heating ,"Horne Technologies, Inc.",Tanner L. Horne,2018-10-07,2022-08-31,2023-02-02,,https://patents.google.com/patent/US20230030290A1/en,https://patentimages.storage.googleapis.com/ec/e3/fa/5f63c86b8023d7/US20230030290A1-20230202-D00000.png
US-2023178258-A1,Systems and methods for improved sustainment of a high performance frc with multi-scaled capture type vacuum pumping ,"Tae Technologies, Inc.",Alan Van Drie,2016-11-04,2022-10-13,2023-06-08,,https://patents.google.com/patent/US20230178258A1/en,https://patentimages.storage.googleapis.com/6c/9c/5a/e94161164be9fa/US20230178258A1-20230608-D00000.png
US-11894150-B2,Systems and methods for improved sustainment of a high performance FRC with multi-scaled capture type vacuum pumping ,"Tae Technologies, Inc.",Alan Van Drie,2016-11-04,2022-10-13,2024-02-06,2024-02-06,https://patents.google.com/patent/US11894150B2/en,https://patentimages.storage.googleapis.com/f6/7b/11/27d33492e5da78/US11894150-20240206-D00000.png
US-11810679-B2,Mitigating plasma instability ,X Development Llc,William Raymond Regan,2019-11-22,2022-11-22,2023-11-07,2023-11-07,https://patents.google.com/patent/US11810679B2/en,https://patentimages.storage.googleapis.com/b8/7a/62/681d18fea60845/US11810679-20231107-D00000.png
US-2023077705-A1,Mitigating plasma instability ,X Development Llc,William Raymond Regan,2019-11-22,2022-11-22,2023-03-16,,https://patents.google.com/patent/US20230077705A1/en,https://patentimages.storage.googleapis.com/c4/fa/38/1e105e478b2fc1/US20230077705A1-20230316-D00000.png
JP-2023030156-A,Plasma confinement system and methods for use ,"ユニバーシティ オブ ワシントン, Univ Of Washington, ローレンス・リバモア・ナショナル・セキュリティ・エルエルシー, Lawrence Livermore National Security Llc","シュムラク，ユリ, Shumlak Uri, エス． マクリーン，ハリー, S Mclean Harry, エー． ネルソン，ブライアン, A Nelson Brian",2017-06-07,2022-12-27,2023-03-07,,https://patents.google.com/patent/JP2023030156A/en,https://patentimages.storage.googleapis.com/34/b5/29/3680b5a6ecef95/2023030156000002.png
US-2023223158-A1,Plasma confinement system and methods for use ,University Of Washington,"Uri Shumlak, Brian A. Nelson, Raymond Golingo",2017-02-23,2023-01-05,2023-07-13,,https://patents.google.com/patent/US20230223158A1/en,https://patentimages.storage.googleapis.com/1e/a2/38/3499fdd686f648/US20230223158A1-20230713-D00000.png
US-2023152491-A1,"Meta-material, devices and methods of use thereof ",The Secretary Of State For Defence,Andrew James Comley,2016-10-03,2023-01-18,2023-05-18,,https://patents.google.com/patent/US20230152491A1/en,https://patentimages.storage.googleapis.com/f0/52/39/430e02c308634c/US20230152491A1-20230518-D00000.png
AU-2023200243-A1,Systems and methods for improved sustainment of a high performance frc and high harmonic fast wave electron heating in a high performance frc ,"Tae Technologies, Inc.",Xiaokang Yang,2016-11-15,2023-01-18,2023-02-16,,https://patents.google.com/patent/AU2023200243A1/en,
US-2023207145-A1,Machine learning in fusion reactors ,Tokamak Energy Ltd.,"Steven Antony Milton McNamara, Peter Buxton, David Kingham",2017-07-06,2023-02-20,2023-06-29,,https://patents.google.com/patent/US20230207145A1/en,https://patentimages.storage.googleapis.com/84/9f/d6/bd547797f70ef5/US20230207145A1-20230629-D00000.png
AU-2023201071-A1,Systems and methods for improved sustainment of a high performance frc elevated energies utilizing neutral beam injectors with tunable beam energies ,"Tae Technologies, Inc.","Michl W. BINDERBAUER, Alexander Dunaevsky, Sergei Putvinski, Artem N. SMIRNOV",2016-10-28,2023-02-23,2023-03-23,,https://patents.google.com/patent/AU2023201071A1/en,
US-2023335302-A1,Systems and methods for radial and axial stability control of an frc plasma ,"Tae Technologies, Inc.",Jesus Antonio Romero Gonzalez,2015-11-13,2023-02-24,2023-10-19,,https://patents.google.com/patent/US20230335302A1/en,https://patentimages.storage.googleapis.com/2c/58/06/dab548f00ce3b3/US20230335302A1-20231019-D00000.png
AU-2023201218-A1,Systems and methods for improved sustainment of a high performance frc with multi-scaled capture type vacuum pumping ,"Tae Technologies, Inc.",Alan VAN DRIE,2016-11-04,2023-02-28,2023-04-06,,https://patents.google.com/patent/AU2023201218A1/en,
US-2024015877-A1,Flexible Driver Laser for Inertial Fusion Energy ,"Logos Technologies Holdco, Inc.","E. Michael Campbell, David Eimerl, William F. Krupke",2011-04-20,2023-08-02,2024-01-11,,https://patents.google.com/patent/US20240015877A1/en,https://patentimages.storage.googleapis.com/5d/da/1e/b0c20b55f006cb/US20240015877A1-20240111-D00000.png
JP-2023159247-A,Tokamak plasma vessel ,"トカマク エナジー リミテッド, Tokamak Energy Ltd","ピーター バクストン、, Buxton Peter, ダニエル イグレシアス イバニェス、, Iglesias Ibanez Daniel",2018-06-27,2023-08-15,2023-10-31,,https://patents.google.com/patent/JP2023159247A/en,https://patentimages.storage.googleapis.com/9a/60/f4/953f8d70c09dd2/2023159247000002.png
US-2023402213-A1,Quench protection in high-temperature superconducting magnets ,Tokamak Energy Ltd.,Robert Slade,2016-10-31,2023-08-23,2023-12-14,,https://patents.google.com/patent/US20230402213A1/en,https://patentimages.storage.googleapis.com/f6/f6/05/d743f67c59493c/US20230402213A1-20231214-D00000.png
US-2023402196-A1,Passive magnetic shielding of structures immersed in plasma using superconductors ,Lockheed Martin Corporation,Thomas J. McGuire,2018-01-17,2023-08-29,2023-12-14,,https://patents.google.com/patent/US20230402196A1/en,https://patentimages.storage.googleapis.com/06/18/ef/8325476d725419/US20230402196A1-20231214-D00000.png
JP-2024001305-A,Plasma confinement system and usage ,ユニヴァーシティ オブ ワシントン,"シュムラク，ウリ, ネルソン，ブライアン，エー．, ゴリンゴ，レイモンド",2017-02-23,2023-11-01,2024-01-09,,https://patents.google.com/patent/JP2024001305A/en,https://patentimages.storage.googleapis.com/21/6b/58/c00897595135b0/2024001305000001.png
RU-2015142421-A3,Patent RU2015142421A3 ,,,2013-03-15,2014-03-14,2018-03-26,,https://patents.google.com/patent/RU2015142421A3/ru,
RU-2014146574-A3,Patent RU2014146574A3 ,,,2014-11-19,2014-11-19,2018-07-10,,https://patents.google.com/patent/RU2014146574A3/ru,
RU-2016144012-A3,Patent RU2016144012A3 ,,,2014-04-10,2015-04-09,2018-07-19,,https://patents.google.com/patent/RU2016144012A3/ru,
RU-2017102925-A3,Patent RU2017102925A3 ,,,2014-07-15,2015-07-07,2018-08-15,,https://patents.google.com/patent/RU2017102925A3/ru,
RU-2017108974-A3,Patent RU2017108974A3 ,,,2014-08-19,2015-08-18,2019-03-20,,https://patents.google.com/patent/RU2017108974A3/ru,
RU-2016103210-A3,Patent RU2016103210A3 ,,,2016-02-01,2016-02-01,2018-09-24,,https://patents.google.com/patent/RU2016103210A3/ru,
RU-2016110190-A3,Patent RU2016110190A3 ,,,2016-03-21,2016-03-21,2018-09-27,,https://patents.google.com/patent/RU2016110190A3/ru,
RU-2018111804-A3,Patent RU2018111804A3 ,,,2015-09-04,2016-09-02,2019-12-18,,https://patents.google.com/patent/RU2018111804A3/ru,
RU-2018120536-A3,Patent RU2018120536A3 ,,,2015-12-04,2017-01-18,2020-05-20,,https://patents.google.com/patent/RU2018120536A3/ru,
RU-2017106987-A3,Patent RU2017106987A3 ,,,2017-03-02,2017-03-02,2019-12-12,,https://patents.google.com/patent/RU2017106987A3/ru,
RU-2018145437-A3,Patent RU2018145437A3 ,,,2016-06-09,2017-06-09,2020-10-15,,https://patents.google.com/patent/RU2018145437A3/ru,
RU-2019122455-A3,Patent RU2019122455A3 ,,,2016-12-21,2017-12-14,2021-02-11,,https://patents.google.com/patent/RU2019122455A3/ru,
RU-2020105268-A3,Patent RU2020105268A3 ,,,2017-07-06,2018-07-04,2021-12-24,,https://patents.google.com/patent/RU2020105268A3/ru,
RU-2020120779-A3,Patent RU2020120779A3 ,,,2017-12-08,2018-12-07,2022-03-17,,https://patents.google.com/patent/RU2020120779A3/ru,
RU-2726219-C1,Method for guidance and focusing of radiation on a target and device for its implementation ,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""Научно-исследовательский институт оптико-электронного приборостроения"" (АО ""НИИ ОЭП"")","Владимир Григорьевич Бородин, Вячеслав Михайлович Мигель, Владимир Геннадьевич Филиппов",2020-01-09,2020-01-09,2020-07-10,2020-07-10,https://patents.google.com/patent/RU2726219C1/en,https://patentimages.storage.googleapis.com/a3/62/e8/d688e958c24054/00000017.png
CN-111222278-A,Simulation method for generating finite element grid based on Tokamak balance ,大连理工大学,"王正汹, 汤炜康, 胡朝清, 王丰, 刘桐",2020-01-13,2020-01-13,2020-06-02,,https://patents.google.com/patent/CN111222278A/en,https://patentimages.storage.googleapis.com/8c/60/24/a76e1deaa26367/HDA0002363810250000011.png
CN-111222278-B,Simulation method for generating finite element grid based on Tokamak balance ,大连理工大学,"王正汹, 汤炜康, 胡朝清, 王丰, 刘桐",2020-01-13,2020-01-13,2022-10-21,2022-10-21,https://patents.google.com/patent/CN111222278B/en,https://patentimages.storage.googleapis.com/73/4f/2a/f022a3ca2bfd3b/HDA0002363810250000011.png
CN-111243766-A,Tritium trapping device of molten salt cooling nuclear reactor and working method ,西安交通大学,"王成龙, 秦浩, 秋穗正, 田文喜, 苏光辉",2020-01-16,2020-01-16,2020-06-05,,https://patents.google.com/patent/CN111243766A/en,https://patentimages.storage.googleapis.com/75/54/b6/890223a8b3fbf8/HDA0002369142670000011.png
KR-20210093506-A,Nuclear fusion device where nuclear fusion is achieved through the compression of high temperature plasma of D+T fuel with pulsed laser beams and hypervelocity bullet(s) ,전홍석,전홍석,2020-01-20,2020-01-20,2021-07-28,,https://patents.google.com/patent/KR20210093506A/en,https://patentimages.storage.googleapis.com/08/29/53/ac3fbdacb14cad/pat00001.png
GB-2579466-A,Vacuum chamber seal ,First Light Fusion Ltd,"Holligan Paul, Parkin James, Darling Jamie, Caballero Bendixsen Luis, Hall Oliver",2020-01-24,2020-01-24,2020-06-24,,https://patents.google.com/patent/GB2579466A/en,
GB-202001054-D0,Vacuum chamber seal ,First Light Fusion Ltd,,2020-01-24,2020-01-24,2020-03-11,,https://patents.google.com/patent/GB202001054D0/en,
GB-2579466-B,Vacuum chamber seal ,First Light Fusion Ltd,"Holligan Paul, Parkin James, Darling Jamie, Caballero Bendixsen Luis, Hall Oliver",2020-01-24,2020-01-24,2021-09-01,2021-09-01,https://patents.google.com/patent/GB2579466B/en,
RU-2726940-C1,Thermonuclear reactor vacuum chamber ,"Федеральное государственное бюджетное учреждение ""Национальный исследовательский центр ""Курчатовский институт""","Борис Васильевич Кутеев, Александр Юрьевич Пашков, Юрий Сергеевич Шпанский",2020-01-31,2020-01-31,2020-07-17,2020-07-17,https://patents.google.com/patent/RU2726940C1/en,https://patentimages.storage.googleapis.com/02/bb/54/84d40c55881d02/00000002.png
WO-2021155500-A1,Explosive article power generation method ,王建国,王建国,2020-02-05,2020-02-05,2021-08-12,,https://patents.google.com/patent/WO2021155500A1/en,
CN-114097042-A,Explosive power generation method ,王建国,王建国,2020-02-05,2020-02-05,2022-02-25,,https://patents.google.com/patent/CN114097042A/en,
CN-111257351-A,Irradiation water-cooling sample platform ,大连理工大学,"刘东平, 牛春杰",2020-02-11,2020-02-11,2020-06-09,,https://patents.google.com/patent/CN111257351A/en,https://patentimages.storage.googleapis.com/57/48/27/f514b729b1eaa4/HDA0002382268340000011.png
CN-111257351-B,Irradiation water-cooling sample platform ,大连理工大学,"刘东平, 牛春杰",2020-02-11,2020-02-11,2021-12-03,2021-12-03,https://patents.google.com/patent/CN111257351B/en,https://patentimages.storage.googleapis.com/ca/05/d6/aaf28d9af5cb3c/HDA0002382268340000011.png
CN-111192695-A,Tokamak device track detection system based on piezoelectric drive ,南京航空航天大学,"王亮, 冯浩人, 王瑞锋, 金家楣, 郝博, 王鑫",2020-02-24,2020-02-24,2020-05-22,,https://patents.google.com/patent/CN111192695A/en,https://patentimages.storage.googleapis.com/9f/46/f9/79d802b2c709f1/HDA0002390070870000011.png
RU-198527-U1,Fusion reactor first wall panel ,"Российская Федерация, от имени которой выступает Государственная корпорация по атомной энергии ""Росатом""",Владимир Юрьевич Колганов,2020-03-02,2020-03-02,2020-07-14,2020-07-14,https://patents.google.com/patent/RU198527U1/en,https://patentimages.storage.googleapis.com/7b/7d/3a/04ac5fe6f3de1a/00000002.png
RU-2735945-C1,Centrifugal injector of thermonuclear fuel macroparticles ,Игорь Васильевич ВИНЯР,Игорь Васильевич ВИНЯР,2020-03-03,2020-03-03,2020-11-11,2020-11-11,https://patents.google.com/patent/RU2735945C1/en,https://patentimages.storage.googleapis.com/ce/82/b2/f047e53e3ca009/00000003.png
CN-111254339-A,Five-tungsten-series high-entropy alloy and preparation method thereof ,中国工程物理研究院材料研究所,"黄河, 黄火根, 张佳佳, 俞鑫山, 石洁, 法涛, 徐海燕, 蒙大桥",2020-03-06,2020-03-06,2020-06-09,,https://patents.google.com/patent/CN111254339A/en,https://patentimages.storage.googleapis.com/80/ae/9b/ff8326c54a1e6c/200306111830.png
GB-2592920-A,Removable spacer ,United Kingdom Atomic Energy Authority,"Paul Corran Morrison Alasdair, Parsons Michael, Lewtas Heather, Kirk Simon",2020-03-09,2020-03-09,2021-09-15,,https://patents.google.com/patent/GB2592920A/en,
DE-102020001905-A1,Baritone nuclear forge (basic process device of baritone nuclear technology) ,Thomas Gundlach,Anmelder Gleich,2020-03-13,2020-03-13,2021-09-16,,https://patents.google.com/patent/DE102020001905A1/en,https://patentimages.storage.googleapis.com/b8/56/cc/d5efd4c4badb6e/DE102020001905A1_0001.png
RU-2738809-C1,Receiving plate of divertor of stationary fission reactor ,"Акционерное общество ""Красная Звезда""","Алексей Викторович Вертков, Михаил Юрьевич Жарков, Игорь Евгеньевич Люблинский",2020-03-17,2020-03-17,2020-12-17,2020-12-17,https://patents.google.com/patent/RU2738809C1/en,https://patentimages.storage.googleapis.com/2e/e5/8d/8fb24d7a9bed40/00000002.png
RU-2738809-C9,Receiving plate of divertor of stationary fission reactor ,"Акционерное общество ""Красная Звезда""","Алексей Викторович Вертков, Михаил Юрьевич Жарков, Игорь Евгеньевич Люблинский",2020-03-17,2020-03-17,2021-02-15,2021-02-15,https://patents.google.com/patent/RU2738809C9/en,https://patentimages.storage.googleapis.com/fc/d2/fb/3f86570be7c633/00000002.png
GB-202004463-D0,Spherical Tokamak with High Power Gain Ratio ,Tokamak Energy Ltd,,2020-03-27,2020-03-27,2020-05-13,,https://patents.google.com/patent/GB202004463D0/en,
CN-111826609-A,U-W-N ternary film and preparation method and application thereof ,中国工程物理研究院激光聚变研究中心,"何智兵, 易泰民, 宛悦, 杜凯, 郑凤成, 李宁, 邢丕峰, 杨蒙生, 柯博, 何小珊, 王丽熊, 郭亮",2020-03-30,2020-03-30,2020-10-27,,https://patents.google.com/patent/CN111826609A/en,
CN-111826609-B,U-W-N ternary film and preparation method and application thereof ,中国工程物理研究院激光聚变研究中心,"何智兵, 易泰民, 宛悦, 杜凯, 郑凤成, 李宁, 邢丕峰, 杨蒙生, 柯博, 何小珊, 王丽熊, 郭亮",2020-03-30,2020-03-30,2022-06-28,2022-06-28,https://patents.google.com/patent/CN111826609B/en,
CN-111403056-A,Fast electronic measurement probe system suitable for magnetic confinement plasma ,中国科学院合肥物质科学研究院,"刘少承, 梁云峰, 阮超波, 颜宁, 许吉禅, 张华祥, 廖亮, 徐国盛, 王亮, 高翔",2020-03-31,2020-03-31,2020-07-10,,https://patents.google.com/patent/CN111403056A/en,https://patentimages.storage.googleapis.com/ff/1c/16/a903b2183606cf/HDA0002432225660000011.png
CN-111308942-B,Signal acquisition and processing system and method for active control of reverse field pinch nuclear fusion device ,中国科学技术大学,"宋树晨, 宋克柱, 徐天博, 钟科, 李弘�",2020-03-31,2020-03-31,2023-08-29,2023-08-29,https://patents.google.com/patent/CN111308942B/en,
CN-111403056-B,Fast electronic measurement probe system suitable for magnetic confinement plasma ,中国科学院合肥物质科学研究院,"刘少承, 梁云峰, 阮超波, 颜宁, 许吉禅, 张华祥, 廖亮, 徐国盛, 王亮, 高翔",2020-03-31,2020-03-31,2023-02-03,2023-02-03,https://patents.google.com/patent/CN111403056B/en,https://patentimages.storage.googleapis.com/de/fc/bf/6c5119b0f7953a/HDA0002432225660000011.png
CN-111308942-A,Signal acquisition and processing system and method for active control of field-reversed pinch nuclear fusion device ,中国科学技术大学,"宋树晨, 宋克柱, 徐天博, 钟科, 李弘�",2020-03-31,2020-03-31,2020-06-19,,https://patents.google.com/patent/CN111308942A/en,https://patentimages.storage.googleapis.com/fe/81/bf/c4255fce52d339/HDA0002432222910000011.png
CN-111342440-A,Tokamak plasma breaks and adds thermal field overvoltage protection circuit ,南京工程学院,"王红艳, 周蒙恩, 林平, 袁全, 张喜东",2020-04-02,2020-04-02,2020-06-26,,https://patents.google.com/patent/CN111342440A/en,https://patentimages.storage.googleapis.com/5b/71/e6/627ace3d774340/200402145240.png
US-10966310-B1,High-energy plasma generator using radio-frequency and neutral beam power ,Wisconsin Alumni Research Foundation,"Cary Brett Forest, Jay Keith Anderson, John Philip Wallace, Robert W. Harvey, Yuri V. Petrov",2020-04-03,2020-04-03,2021-03-30,2021-03-30,https://patents.google.com/patent/US10966310B1/en,https://patentimages.storage.googleapis.com/84/da/c1/ddece4078c8196/US10966310-20210330-D00000.png
